section,key,value
Metrics_B_base,payback,미도달
Metrics_B_base,bep_year,2033
Metrics_B_base,bep_cum_sell_L,1094.1029
Metrics_B_base,gm60_year,2034
Metrics_B_base,cum_fcf_2035,-12746659.547
Metrics_B_base,cum_capex,8427000.0
Metrics_B_base,E_NPV_laminin_binary,727166.9347
PnL_B_bull,2026_sell_L,99.627
PnL_B_bull,2026_prod_L,119.1711
PnL_B_bull,2026_asp,32.0
PnL_B_bull,2026_revenue,1948589.7806
PnL_B_bull,2026_cogs,2006892.2393
PnL_B_bull,2026_gross_profit,-58302.4587
PnL_B_bull,2026_gm,-0.0299
PnL_B_bull,2026_sga,572343
PnL_B_bull,2026_rnd,470000
PnL_B_bull,2026_ebit,-1100645.4587
PnL_B_bull,2026_capex,3427000.0
PnL_B_bull,2026_fcf,-4672092.9039
PnL_B_bull,2026_cum_fcf,-4672092.9039
PnL_B_bull,2027_sell_L,157.0538
PnL_B_bull,2027_prod_L,187.8634
PnL_B_bull,2027_asp,32.0
PnL_B_bull,2027_revenue,3102384.285
PnL_B_bull,2027_cogs,2049657.9633
PnL_B_bull,2027_gross_profit,1052726.3216
PnL_B_bull,2027_gm,0.3393
PnL_B_bull,2027_sga,899691.4426
PnL_B_bull,2027_rnd,470000
PnL_B_bull,2027_ebit,-316965.121
PnL_B_bull,2027_capex,2500000.0
PnL_B_bull,2027_fcf,-2762713.7471
PnL_B_bull,2027_cum_fcf,-7434806.651
PnL_B_bull,2028_sell_L,241.4747
PnL_B_bull,2028_prod_L,288.8454
PnL_B_bull,2028_asp,32.0
PnL_B_bull,2028_revenue,4826654.2624
PnL_B_bull,2028_cogs,2112526.2424
PnL_B_bull,2028_gross_profit,2714128.0199
PnL_B_bull,2028_gm,0.5623
PnL_B_bull,2028_sga,1399729.7361
PnL_B_bull,2028_rnd,470000
PnL_B_bull,2028_ebit,844398.2839
PnL_B_bull,2028_capex,2500000.0
PnL_B_bull,2028_fcf,-1743969.2105
PnL_B_bull,2028_cum_fcf,-9178775.8614
PnL_B_bull,2029_sell_L,360.4333
PnL_B_bull,2029_prod_L,431.1403
PnL_B_bull,2029_asp,32.0
PnL_B_bull,2029_revenue,7308124.719
PnL_B_bull,2029_cogs,2201114.6866
PnL_B_bull,2029_gross_profit,5107010.0324
PnL_B_bull,2029_gm,0.6988
PnL_B_bull,2029_sga,2119356.1685
PnL_B_bull,2029_rnd,570033.7281
PnL_B_bull,2029_ebit,2417620.1358
PnL_B_bull,2029_capex,5209500.0
PnL_B_bull,2029_fcf,-3576759.6343
PnL_B_bull,2029_cum_fcf,-12755535.4958
PnL_B_bull,2030_sell_L,521.1533
PnL_B_bull,2030_prod_L,623.3891
PnL_B_bull,2030_asp,32.0
PnL_B_bull,2030_revenue,10752923.4023
PnL_B_bull,2030_cogs,2320802.8548
PnL_B_bull,2030_gross_profit,8432120.5475
PnL_B_bull,2030_gm,0.7842
PnL_B_bull,2030_sga,3118347.7867
PnL_B_bull,2030_rnd,838728.0254
PnL_B_bull,2030_ebit,4475044.7354
PnL_B_bull,2030_capex,0.0
PnL_B_bull,2030_fcf,2725907.7624
PnL_B_bull,2030_cum_fcf,-10029627.7334
PnL_B_bull,2031_sell_L,707.7018
PnL_B_bull,2031_prod_L,846.5333
PnL_B_bull,2031_asp,32.0
PnL_B_bull,2031_revenue,14664829.2103
PnL_B_bull,2031_cogs,2459725.533
PnL_B_bull,2031_gross_profit,12205103.6773
PnL_B_bull,2031_gm,0.8323
PnL_B_bull,2031_sga,4252800.471
PnL_B_bull,2031_rnd,1143856.6784
PnL_B_bull,2031_ebit,6808446.5279
PnL_B_bull,2031_capex,5094500.0
PnL_B_bull,2031_fcf,-793652.7193
PnL_B_bull,2031_cum_fcf,-10823280.4527
PnL_B_bull,2032_sell_L,927.426
PnL_B_bull,2032_prod_L,1109.3613
PnL_B_bull,2032_asp,32.0
PnL_B_bull,2032_revenue,19306802.7654
PnL_B_bull,2032_cogs,4431511.3847
PnL_B_bull,2032_gross_profit,14875291.3808
PnL_B_bull,2032_gm,0.7705
PnL_B_bull,2032_sga,5598972.802
PnL_B_bull,2032_rnd,1505930.6157
PnL_B_bull,2032_ebit,7770387.9631
PnL_B_bull,2032_capex,0.0
PnL_B_bull,2032_fcf,5325187.8845
PnL_B_bull,2032_cum_fcf,-5498092.5682
PnL_B_bull,2033_sell_L,1177.954
PnL_B_bull,2033_prod_L,1409.0358
PnL_B_bull,2033_asp,32.0
PnL_B_bull,2033_revenue,24671888.3458
PnL_B_bull,2033_cogs,4525885.2576
PnL_B_bull,2033_gross_profit,20146003.0882
PnL_B_bull,2033_gm,0.8166
PnL_B_bull,2033_sga,7154847.6203
PnL_B_bull,2033_rnd,1924407.291
PnL_B_bull,2033_ebit,11066748.1769
PnL_B_bull,2033_capex,0.0
PnL_B_bull,2033_fcf,7534271.0332
PnL_B_bull,2033_cum_fcf,2036178.465
PnL_B_bull,2034_sell_L,1457.0418
PnL_B_bull,2034_prod_L,1742.8729
PnL_B_bull,2034_asp,32.0
PnL_B_bull,2034_revenue,30755339.2023
PnL_B_bull,2034_cogs,4631017.6337
PnL_B_bull,2034_gross_profit,26124321.5685
PnL_B_bull,2034_gm,0.8494
PnL_B_bull,2034_sga,8919048.3687
PnL_B_bull,2034_rnd,2398916.4578
PnL_B_bull,2034_ebit,14806356.7421
PnL_B_bull,2034_capex,0.0
PnL_B_bull,2034_fcf,10065895.9239
PnL_B_bull,2034_cum_fcf,12102074.3889
PnL_B_bull,2035_sell_L,1764.1084
PnL_B_bull,2035_prod_L,2110.1775
PnL_B_bull,2035_asp,32.0
PnL_B_bull,2035_revenue,37601536.4185
PnL_B_bull,2035_cogs,4746689.6353
PnL_B_bull,2035_gross_profit,32854846.7832
PnL_B_bull,2035_gm,0.8738
PnL_B_bull,2035_sga,10904445.5614
PnL_B_bull,2035_rnd,2932919.8406
PnL_B_bull,2035_ebit,19017481.3812
PnL_B_bull,2035_capex,0.0
PnL_B_bull,2035_fcf,12928274.6973
PnL_B_bull,2035_cum_fcf,25030349.0862
Metrics_B_bull,NPV,102466310.8671
Metrics_B_bull,NPV_ex_TV,8701645.5833
Metrics_B_bull,IRR,0.4714
Metrics_B_bull,payback,2033
Metrics_B_bull,bep_year,2028
Metrics_B_bull,bep_cum_sell_L,498.1556
Metrics_B_bull,gm60_year,2029
Metrics_B_bull,cum_fcf_2035,25030349.0862
Metrics_B_bull,cum_capex,18731000.0
Metrics_B_bull,E_NPV_laminin_binary,58267535.6289
ExpectedValue,scope_A_prob_weighted_NPV,-8965477.0
ExpectedValue,scope_A_prob_weighted_NPV_exTV,-12782884.0
ExpectedValue,scope_A_prob_weighted_NPV_laminin,-6377155.0
ExpectedValue,scope_B_prob_weighted_NPV,2445085.0
ExpectedValue,scope_B_prob_weighted_NPV_exTV,-14689491.0
ExpectedValue,scope_B_prob_weighted_NPV_laminin,-975689.0
DISC01,Agent V 가정 ASP 18.56_sell_L,289.36
DISC01,Agent V 가정 ASP 18.56_prod_L,346.12
DISC01,Agent X 가정 ASP 18.50_sell_L,290.4
DISC01,Agent X 가정 ASP 18.50_prod_L,347.37
DISC01,★ S 확정 (두 값의 중간 18.53)_sell_L,289.88
DISC01,★ S 확정 (두 값의 중간 18.53)_prod_L,346.74
Gate,SAM_2030_bear,1626575.0
Gate,SOM_2030_bear,43182.0
Gate,GM_2030_bear,-8.2601
Gate,Payback_bear,미도달
Gate,SAM_2030_base,5617439.0
Gate,SOM_2030_base,454332.0
Gate,GM_2030_base,-1.1486
Gate,Payback_base,미도달
Gate,SAM_2030_bull,17337348.0
Gate,SOM_2030_bull,3315028.0
Gate,GM_2030_bull,0.3942
Gate,Payback_bull,미도달
Sensitivity,1_SG&A (FTE 단가·비율)_low,2101253.0
Sensitivity,1_SG&A (FTE 단가·비율)_high,-2101253.0
Sensitivity,1_SG&A (FTE 단가·비율)_span,4202505.0
Sensitivity,2_고정비 F (플랜트 규모)_low,1661601.0
Sensitivity,2_고정비 F (플랜트 규모)_high,-1661601.0
Sensitivity,2_고정비 F (플랜트 규모)_span,3323201.0
Sensitivity,3_WACC_low,-1431065.0
Sensitivity,3_WACC_high,1214432.0
Sensitivity,3_WACC_span,2645497.0
Sensitivity,4_ASP (판매단가)_low,-1117687.0
Sensitivity,4_ASP (판매단가)_high,1117687.0
Sensitivity,4_ASP (판매단가)_span,2235374.0
Sensitivity,5_R&D 지출_low,998141.0
Sensitivity,5_R&D 지출_high,-998141.0
Sensitivity,5_R&D 지출_span,1996282.0
Sensitivity,6_CAPEX_low,698874.0
Sensitivity,6_CAPEX_high,-698874.0
Sensitivity,6_CAPEX_span,1397748.0
Sensitivity,7_변동비 v_low,133959.0
Sensitivity,7_변동비 v_high,-133959.0
Sensitivity,7_변동비 v_span,267919.0
Sensitivity,8_LG 점유율_low,330917.0
Sensitivity,8_LG 점유율_high,150705.0
Sensitivity,8_LG 점유율_span,180212.0
KillCriteria,KC-1 mTG 삼중나선 가교 전환율 미달 (H7)_continue,-13912782.0
KillCriteria,KC-1 mTG 삼중나선 가교 전환율 미달 (H7)_stop,-1699224.0
KillCriteria,KC-1 mTG 삼중나선 가교 전환율 미달 (H7)_option_value,12213558.0
KillCriteria,KC-2 라미닌 무첨가 형성효율 <34% (H2)_continue,계속불가
KillCriteria,KC-2 라미닌 무첨가 형성효율 <34% (H2)_stop,-2906557.0
KillCriteria,KC-2 라미닌 무첨가 형성효율 <34% (H2)_option_value,—
KillCriteria,KC-3 Corning 354234 ≤ 27.00 USD/mL (H4)_continue,-14474261.0
KillCriteria,KC-3 Corning 354234 ≤ 27.00 USD/mL (H4)_stop,-2906557.0
KillCriteria,KC-3 Corning 354234 ≤ 27.00 USD/mL (H4)_option_value,11567704.0
KillCriteria,KC-4 옵션(b) 2028 연환산 판매 < 289.9 L (H11)_continue,-12718425.0
KillCriteria,KC-4 옵션(b) 2028 연환산 판매 < 289.9 L (H11)_stop,-11828763.0
KillCriteria,KC-4 옵션(b) 2028 연환산 판매 < 289.9 L (H11)_option_value,889663.0
KillCriteria,"KC-5 전환서비스 랩당 >12,000 USD (H12)_continue",-13400895.0
KillCriteria,"KC-5 전환서비스 랩당 >12,000 USD (H12)_stop",-2906557.0
KillCriteria,"KC-5 전환서비스 랩당 >12,000 USD (H12)_option_value",10494338.0
