scenario,year,segment,region,units,asp_usd_per_mL,volume_L,TAM_usd,TAM_addressable_usd,TAM_addressable_L,SAM_naive_usd,cum_adoption,SAM_adjusted_usd,SAM_adjusted_L,SOM_pre_efficacy_usd,SOM_usd,SOM_L
bull,2034,academic_ruo,Korea,600.61,43.416,78.079,3389878.0,2067826.0,47.6282,2067826.0,0.5721,1005500.0,23.1597,221210.0,132726.0,3.0571
bull,2034,academic_ruo,RoW,2427.46,38.592,315.5693,12178452.0,7428856.0,192.4973,7428856.0,0.5721,3612353.0,93.6037,794718.0,476831.0,12.3557
bull,2034,pharma_preclinical_nam,US,4399.78,41.004,1451.9265,59534796.0,32744138.0,798.5596,32744138.0,0.6978,19421319.0,473.6445,4272690.0,2563614.0,62.5211
bull,2034,pharma_preclinical_nam,EU,2444.32,41.004,806.6259,33074887.0,18191188.0,443.6442,18191188.0,0.6978,10789622.0,263.1358,2373717.0,1424230.0,34.7339
bull,2034,pharma_preclinical_nam,China,1466.59,18.103,483.9755,8761537.0,4818846.0,266.1865,4818846.0,0.6978,2858171.0,157.8815,628798.0,377279.0,20.8404
bull,2034,pharma_preclinical_nam,Japan,684.41,38.954,225.8552,8797920.0,4838856.0,124.2204,4838856.0,0.6978,2870039.0,73.678,631409.0,378845.0,9.7255
bull,2034,pharma_preclinical_nam,Korea,293.32,36.904,96.7951,3572088.0,1964648.0,53.2373,1964648.0,0.6978,1165279.0,31.5763,256361.0,153817.0,4.1681
bull,2034,pharma_preclinical_nam,RoW,488.86,32.803,161.3252,5291982.0,2910590.0,88.7288,2910590.0,0.6978,1726340.0,52.6272,379795.0,227877.0,6.9468
bull,2034,organoid_cro_biobank,US,249.59,36.18,449.2592,16254196.0,8127098.0,224.6296,8127098.0,0.3107,2146364.0,59.3246,472200.0,283320.0,7.8308
bull,2034,organoid_cro_biobank,EU,124.79,36.18,224.6296,8127098.0,4063549.0,112.3148,4063549.0,0.3107,1073182.0,29.6623,236100.0,141660.0,3.9154
bull,2034,organoid_cro_biobank,China,137.27,15.973,247.0925,3946925.0,1973463.0,123.5463,1973463.0,0.3107,521191.0,32.6285,114662.0,68797.0,4.307
bull,2034,organoid_cro_biobank,Japan,37.44,34.371,67.3889,2316223.0,1158111.0,33.6944,1158111.0,0.3107,305857.0,8.8987,67289.0,40373.0,1.1746
bull,2034,organoid_cro_biobank,Korea,31.2,32.562,56.1574,1828597.0,914299.0,28.0787,914299.0,0.3107,241466.0,7.4156,53123.0,31874.0,0.9789
bull,2034,organoid_cro_biobank,RoW,43.68,28.944,78.6204,2275588.0,1137794.0,39.3102,1137794.0,0.3107,300491.0,10.3818,66108.0,39665.0,1.3704
bull,2034,clinical_dx_pdo,US,40820.27,48.24,102.0507,4922925.0,2215316.0,45.9228,2215316.0,0.3577,673571.0,13.9629,148186.0,88911.0,1.8431
bull,2034,clinical_dx_pdo,EU,24492.16,48.24,61.2304,2953755.0,1329190.0,27.5537,1329190.0,0.3577,404142.0,8.3777,88911.0,53347.0,1.1059
bull,2034,clinical_dx_pdo,China,73476.49,21.298,183.6912,3912248.0,1760512.0,82.6611,1760512.0,0.3577,535287.0,25.1332,117763.0,70658.0,3.3176
bull,2034,clinical_dx_pdo,Japan,9796.87,45.828,24.4922,1122427.0,505092.0,11.0215,505092.0,0.3577,153574.0,3.3511,33786.0,20272.0,0.4423
bull,2034,clinical_dx_pdo,Korea,8164.05,43.416,20.4101,886127.0,398757.0,9.1846,398757.0,0.3577,121243.0,2.7926,26673.0,16004.0,0.3686
bull,2034,clinical_dx_pdo,RoW,6531.24,38.592,16.3281,630134.0,283560.0,7.3476,283560.0,0.3577,86217.0,2.2341,18968.0,11381.0,0.2949
bull,2034,regenerative_gmp,US,68.1,117.43,13.621,1599508.0,1599508.0,13.621,1599508.0,0.9854,1339798.0,11.4093,535919.0,321551.0,2.7382
bull,2034,regenerative_gmp,EU,54.48,117.43,10.8968,1279607.0,1279607.0,10.8968,1279607.0,0.9854,1071838.0,9.1275,428735.0,257241.0,2.1906
bull,2034,regenerative_gmp,China,27.24,51.845,5.4484,282473.0,282473.0,5.4484,282473.0,0.9854,236608.0,4.5637,94643.0,56786.0,1.0953
bull,2034,regenerative_gmp,Japan,108.97,111.558,21.7935,2431253.0,2431253.0,21.7935,2431253.0,0.9854,2036492.0,18.2549,814597.0,488758.0,4.3812
bull,2034,regenerative_gmp,Korea,13.62,105.687,2.7242,287911.0,287911.0,2.7242,287911.0,0.9854,241164.0,2.2819,96465.0,57879.0,0.5476
bull,2034,regenerative_gmp,RoW,0.0,93.944,0.0,0.0,0.0,0.0,0.0,0.9854,0.0,0.0,0.0,0.0,0.0
bull,2035,academic_ruo,US,3137.42,48.24,407.8652,19675419.0,12002006.0,248.7978,12002006.0,0.6106,6228997.0,129.1251,1370379.0,822228.0,17.0445
bull,2035,academic_ruo,EU,3459.5,48.24,449.7351,21695222.0,13234085.0,274.3384,13234085.0,0.6106,6868441.0,142.3806,1511057.0,906634.0,18.7942
bull,2035,academic_ruo,China,4482.04,21.298,582.6646,12409568.0,7569836.0,355.4254,7569836.0,0.6106,3928717.0,184.4645,864318.0,518591.0,24.3493
bull,2035,academic_ruo,Japan,722.98,45.828,93.9876,4307264.0,2627431.0,57.3324,2627431.0,0.6106,1363627.0,29.7553,299998.0,179999.0,3.9277
bull,2035,academic_ruo,Korea,648.66,43.416,84.3253,3661069.0,2233252.0,51.4385,2233252.0,0.6106,1159049.0,26.6964,254991.0,152995.0,3.5239
bull,2035,academic_ruo,RoW,2621.65,38.592,340.8149,13152728.0,8023164.0,207.8971,8023164.0,0.6106,4163992.0,107.8978,916078.0,549647.0,14.2425
bull,2035,pharma_preclinical_nam,US,4993.89,41.004,1647.9823,67573866.0,37165626.0,906.3903,37165626.0,0.7354,23232407.0,566.5888,5111129.0,3066678.0,74.7897
bull,2035,pharma_preclinical_nam,EU,2774.38,41.004,915.5457,37541037.0,20647570.0,503.5501,20647570.0,0.7354,12906893.0,314.7716,2839516.0,1703710.0,41.5498
bull,2035,pharma_preclinical_nam,China,1664.63,18.103,549.3274,9944621.0,5469541.0,302.1301,5469541.0,0.7354,3419036.0,188.8629,752188.0,451313.0,24.9299
bull,2035,pharma_preclinical_nam,Japan,776.83,38.954,256.3528,9985916.0,5492254.0,140.994,5492254.0,0.7354,3433233.0,88.136,755311.0,453187.0,11.634
bull,2035,pharma_preclinical_nam,Korea,332.93,36.904,109.8655,4054432.0,2229938.0,60.426,2229938.0,0.7354,1393944.0,37.7726,306668.0,184001.0,4.986
bull,2035,pharma_preclinical_nam,RoW,554.88,32.803,183.1091,6006566.0,3303611.0,100.71,3303611.0,0.7354,2065103.0,62.9543,454323.0,272594.0,8.31
bull,2035,organoid_cro_biobank,US,287.03,36.18,516.648,18692326.0,9346163.0,258.324,9346163.0,0.3386,2690093.0,74.3531,591821.0,355092.0,9.8146
bull,2035,organoid_cro_biobank,EU,143.51,36.18,258.324,9346163.0,4673081.0,129.162,4673081.0,0.3386,1345047.0,37.1765,295910.0,177546.0,4.9073
bull,2035,organoid_cro_biobank,China,157.86,15.973,284.1564,4538964.0,2269482.0,142.0782,2269482.0,0.3386,653222.0,40.8942,143709.0,86225.0,5.398
bull,2035,organoid_cro_biobank,Japan,43.05,34.371,77.4972,2663656.0,1331828.0,38.7486,1331828.0,0.3386,383338.0,11.153,84334.0,50601.0,1.4722
bull,2035,organoid_cro_biobank,Korea,35.88,32.562,64.581,2102887.0,1051443.0,32.2905,1051443.0,0.3386,302636.0,9.2941,66580.0,39948.0,1.2268
bull,2035,organoid_cro_biobank,RoW,50.23,28.944,90.4134,2616926.0,1308463.0,45.2067,1308463.0,0.3386,376613.0,13.0118,82855.0,49713.0,1.7176
bull,2035,clinical_dx_pdo,US,53882.76,48.24,134.7069,6498261.0,2924217.0,60.6181,2924217.0,0.3885,965744.0,20.0196,212464.0,127478.0,2.6426
bull,2035,clinical_dx_pdo,EU,32329.66,48.24,80.8241,3898957.0,1754530.0,36.3709,1754530.0,0.3885,579446.0,12.0117,127478.0,76487.0,1.5856
bull,2035,clinical_dx_pdo,China,96988.97,21.298,242.4724,5164168.0,2323876.0,109.1126,2323876.0,0.3885,767477.0,36.0352,168845.0,101307.0,4.7567
bull,2035,clinical_dx_pdo,Japan,12931.86,45.828,32.3297,1481604.0,666722.0,14.5483,666722.0,0.3885,220190.0,4.8047,48442.0,29065.0,0.6342
bull,2035,clinical_dx_pdo,Korea,10776.55,43.416,26.9414,1169687.0,526359.0,12.1236,526359.0,0.3885,173834.0,4.0039,38243.0,22946.0,0.5285
bull,2035,clinical_dx_pdo,RoW,8621.24,38.592,21.5531,831777.0,374300.0,9.6989,374300.0,0.3885,123615.0,3.2031,27195.0,16317.0,0.4228
bull,2035,regenerative_gmp,US,102.16,117.43,20.4314,2399262.0,2399262.0,20.4314,2399262.0,0.9909,2020825.0,17.2088,808330.0,484998.0,4.1301
bull,2035,regenerative_gmp,EU,81.73,117.43,16.3451,1919410.0,1919410.0,16.3451,1919410.0,0.9909,1616660.0,13.767,646664.0,387998.0,3.3041
bull,2035,regenerative_gmp,China,40.86,51.845,8.1726,423710.0,423710.0,8.1726,423710.0,0.9909,356878.0,6.8835,142751.0,85651.0,1.652
bull,2035,regenerative_gmp,Japan,163.45,111.558,32.6903,3646879.0,3646879.0,32.6903,3646879.0,0.9909,3071654.0,27.534,1228662.0,737197.0,6.6082
bull,2035,regenerative_gmp,Korea,20.43,105.687,4.0863,431867.0,431867.0,4.0863,431867.0,0.9909,363749.0,3.4418,145499.0,87300.0,0.826
bull,2035,regenerative_gmp,RoW,0.0,93.944,0.0,0.0,0.0,0.0,0.0,0.9909,0.0,0.0,0.0,0.0,0.0
