scenario,year,segment,region,units,asp_usd_per_mL,volume_L,TAM_usd,TAM_addressable_usd,TAM_addressable_L,SAM_naive_usd,cum_adoption,SAM_adjusted_usd,SAM_adjusted_L,SOM_pre_efficacy_usd,SOM_usd,SOM_L
bear,2025,academic_ruo,US,1061.61,48.24,138.0094,6657574.0,4061120.0,84.1857,4061120.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,academic_ruo,EU,1170.59,48.24,152.1769,7341015.0,4478019.0,92.8279,4478019.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,academic_ruo,China,1516.59,21.298,197.1563,4199027.0,2561407.0,120.2653,2561407.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,academic_ruo,Japan,244.64,45.828,31.8026,1457450.0,889044.0,19.3996,889044.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,academic_ruo,Korea,219.49,43.416,28.5332,1238796.0,755666.0,17.4052,755666.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,academic_ruo,RoW,887.09,38.592,115.3216,4450490.0,2714799.0,70.3462,2714799.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,pharma_preclinical_nam,US,173.75,41.004,57.3385,2351109.0,1293110.0,31.5362,1293110.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,pharma_preclinical_nam,EU,96.53,41.004,31.8547,1306172.0,718395.0,17.5201,718395.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,pharma_preclinical_nam,China,57.92,18.103,19.1128,346005.0,190303.0,10.5121,190303.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,pharma_preclinical_nam,Japan,27.03,38.954,8.9193,347442.0,191093.0,4.9056,191093.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,pharma_preclinical_nam,Korea,11.58,36.904,3.8226,141067.0,77587.0,2.1024,77587.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,pharma_preclinical_nam,RoW,19.31,32.803,6.3709,208988.0,114943.0,3.504,114943.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,organoid_cro_biobank,US,52.8,36.18,95.04,3438547.0,1719274.0,47.52,1719274.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,organoid_cro_biobank,EU,26.4,36.18,47.52,1719274.0,859637.0,23.76,859637.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,organoid_cro_biobank,China,29.04,15.973,52.272,834965.0,417483.0,26.136,417483.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,organoid_cro_biobank,Japan,7.92,34.371,14.256,489993.0,244996.0,7.128,244996.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,organoid_cro_biobank,Korea,6.6,32.562,11.88,386837.0,193418.0,5.94,193418.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,organoid_cro_biobank,RoW,9.24,28.944,16.632,481397.0,240698.0,8.316,240698.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,clinical_dx_pdo,US,2500.0,48.24,6.25,301500.0,135675.0,2.8125,135675.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,clinical_dx_pdo,EU,1500.0,48.24,3.75,180900.0,81405.0,1.6875,81405.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,clinical_dx_pdo,China,4500.0,21.298,11.25,239602.0,107821.0,5.0625,107821.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,clinical_dx_pdo,Japan,600.0,45.828,1.5,68742.0,30934.0,0.675,30934.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,clinical_dx_pdo,Korea,500.0,43.416,1.25,54270.0,24422.0,0.5625,24422.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,clinical_dx_pdo,RoW,400.0,38.592,1.0,38592.0,17366.0,0.45,17366.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,regenerative_gmp,US,1.0,117.43,0.2,23486.0,23486.0,0.2,23486.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,regenerative_gmp,EU,0.8,117.43,0.16,18789.0,18789.0,0.16,18789.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,regenerative_gmp,China,0.4,51.845,0.08,4148.0,4148.0,0.08,4148.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,regenerative_gmp,Japan,1.6,111.558,0.32,35699.0,35699.0,0.32,35699.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,regenerative_gmp,Korea,0.2,105.687,0.04,4227.0,4227.0,0.04,4227.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2025,regenerative_gmp,RoW,0.0,93.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bear,2026,academic_ruo,US,1104.08,46.31,143.5298,6646922.0,4054622.0,87.5532,4054622.0,0.042,93662.0,2.0225,4683.0,2810.0,0.0607
bear,2026,academic_ruo,EU,1217.42,46.31,158.264,7329269.0,4470854.0,96.541,4470854.0,0.042,103277.0,2.2301,5164.0,3098.0,0.0669
bear,2026,academic_ruo,China,1577.25,20.446,205.0426,4192309.0,2557308.0,125.076,2557308.0,0.042,59074.0,2.8893,2954.0,1772.0,0.0867
bear,2026,academic_ruo,Japan,254.42,43.995,33.0747,1455118.0,887622.0,20.1756,887622.0,0.042,20504.0,0.4661,1025.0,615.0,0.014
bear,2026,academic_ruo,Korea,228.27,41.679,29.6745,1236814.0,754457.0,18.1014,754457.0,0.042,17428.0,0.4181,871.0,523.0,0.0125
bear,2026,academic_ruo,RoW,922.57,37.048,119.9344,4443370.0,2710455.0,73.16,2710455.0,0.042,62612.0,1.69,3131.0,1878.0,0.0507
bear,2026,pharma_preclinical_nam,US,227.53,39.364,75.0845,2955612.0,1625587.0,41.2964,1625587.0,0.0581,51946.0,1.3196,2597.0,1558.0,0.0396
bear,2026,pharma_preclinical_nam,EU,126.4,39.364,41.7136,1642007.0,903104.0,22.9425,903104.0,0.0581,28859.0,0.7331,1443.0,866.0,0.022
bear,2026,pharma_preclinical_nam,China,75.84,17.379,25.0282,434968.0,239232.0,13.7655,239232.0,0.0581,7645.0,0.4399,382.0,229.0,0.0132
bear,2026,pharma_preclinical_nam,Japan,35.39,37.396,11.6798,436774.0,240226.0,6.4239,240226.0,0.0581,7676.0,0.2053,384.0,230.0,0.0062
bear,2026,pharma_preclinical_nam,Korea,15.17,35.427,5.0056,177337.0,97535.0,2.7531,97535.0,0.0581,3117.0,0.088,156.0,94.0,0.0026
bear,2026,pharma_preclinical_nam,RoW,25.28,31.491,8.3427,262721.0,144497.0,4.5885,144497.0,0.0581,4617.0,0.1466,231.0,139.0,0.0044
bear,2026,organoid_cro_biobank,US,57.02,34.733,102.6432,3565086.0,1782543.0,51.3216,1782543.0,0.0189,18530.0,0.5335,926.0,556.0,0.016
bear,2026,organoid_cro_biobank,EU,28.51,34.733,51.3216,1782543.0,891271.0,25.6608,891271.0,0.0189,9265.0,0.2667,463.0,278.0,0.008
bear,2026,organoid_cro_biobank,China,31.36,15.335,56.4538,865692.0,432846.0,28.2269,432846.0,0.0189,4499.0,0.2934,225.0,135.0,0.0088
bear,2026,organoid_cro_biobank,Japan,8.55,32.996,15.3965,508025.0,254012.0,7.6982,254012.0,0.0189,2640.0,0.08,132.0,79.0,0.0024
bear,2026,organoid_cro_biobank,Korea,7.13,31.26,12.8304,401072.0,200536.0,6.4152,200536.0,0.0189,2085.0,0.0667,104.0,63.0,0.002
bear,2026,organoid_cro_biobank,RoW,9.98,27.786,17.9626,499112.0,249556.0,8.9813,249556.0,0.0189,2594.0,0.0934,130.0,78.0,0.0028
bear,2026,clinical_dx_pdo,US,2800.0,46.31,7.0,324173.0,145878.0,3.15,145878.0,0.0224,1797.0,0.0388,90.0,54.0,0.0012
bear,2026,clinical_dx_pdo,EU,1680.0,46.31,4.2,194504.0,87527.0,1.89,87527.0,0.0224,1078.0,0.0233,54.0,32.0,0.0007
bear,2026,clinical_dx_pdo,China,5040.0,20.446,12.6,257620.0,115929.0,5.67,115929.0,0.0224,1428.0,0.0699,71.0,43.0,0.0021
bear,2026,clinical_dx_pdo,Japan,672.0,43.995,1.68,73911.0,33260.0,0.756,33260.0,0.0224,410.0,0.0093,20.0,12.0,0.0003
bear,2026,clinical_dx_pdo,Korea,560.0,41.679,1.4,58351.0,26258.0,0.63,26258.0,0.0224,323.0,0.0078,16.0,10.0,0.0002
bear,2026,clinical_dx_pdo,RoW,448.0,37.048,1.12,41494.0,18672.0,0.504,18672.0,0.0224,230.0,0.0062,12.0,7.0,0.0002
bear,2026,regenerative_gmp,US,1.25,112.733,0.25,28183.0,28183.0,0.25,28183.0,0.175,2713.0,0.0241,271.0,163.0,0.0014
bear,2026,regenerative_gmp,EU,1.0,112.733,0.2,22547.0,22547.0,0.2,22547.0,0.175,2170.0,0.0193,217.0,130.0,0.0012
bear,2026,regenerative_gmp,China,0.5,49.772,0.1,4977.0,4977.0,0.1,4977.0,0.175,479.0,0.0096,48.0,29.0,0.0006
bear,2026,regenerative_gmp,Japan,2.0,107.096,0.4,42838.0,42838.0,0.4,42838.0,0.175,4123.0,0.0385,412.0,247.0,0.0023
bear,2026,regenerative_gmp,Korea,0.25,101.46,0.05,5073.0,5073.0,0.05,5073.0,0.175,488.0,0.0048,49.0,29.0,0.0003
bear,2026,regenerative_gmp,RoW,0.0,90.186,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0
bear,2027,academic_ruo,US,1148.24,44.458,149.271,6636287.0,4048135.0,91.0553,4048135.0,0.0822,183096.0,4.1184,9155.0,5493.0,0.1236
bear,2027,academic_ruo,EU,1266.11,44.458,164.5946,7317543.0,4463701.0,100.4027,4463701.0,0.0822,201892.0,4.5412,10095.0,6057.0,0.1362
bear,2027,academic_ruo,China,1640.34,19.628,213.2443,4185601.0,2553217.0,130.079,2553217.0,0.0822,115481.0,5.8834,5774.0,3464.0,0.1765
bear,2027,academic_ruo,Japan,264.6,42.235,34.3977,1452789.0,886202.0,20.9826,886202.0,0.0822,40083.0,0.949,2004.0,1202.0,0.0285
bear,2027,academic_ruo,Korea,237.4,40.012,30.8615,1234835.0,753250.0,18.8255,753250.0,0.0822,34069.0,0.8515,1703.0,1022.0,0.0255
bear,2027,academic_ruo,RoW,959.48,35.566,124.7318,4436260.0,2706119.0,76.0864,2706119.0,0.0822,122397.0,3.4414,6120.0,3672.0,0.1032
bear,2027,pharma_preclinical_nam,US,297.95,37.789,98.3226,3715541.0,2043548.0,54.0774,2043548.0,0.1128,126809.0,3.3557,6340.0,3804.0,0.1007
bear,2027,pharma_preclinical_nam,EU,165.53,37.789,54.6237,2064190.0,1135304.0,30.043,1135304.0,0.1128,70450.0,1.8643,3522.0,2113.0,0.0559
bear,2027,pharma_preclinical_nam,China,99.32,16.684,32.7742,546804.0,300742.0,18.0258,300742.0,0.1128,18662.0,1.1186,933.0,560.0,0.0336
bear,2027,pharma_preclinical_nam,Japan,46.35,35.9,15.2946,549074.0,301991.0,8.412,301991.0,0.1128,18740.0,0.522,937.0,562.0,0.0157
bear,2027,pharma_preclinical_nam,Korea,19.86,34.01,6.5548,222932.0,122613.0,3.6052,122613.0,0.1128,7609.0,0.2237,380.0,228.0,0.0067
bear,2027,pharma_preclinical_nam,RoW,33.11,30.231,10.9247,330270.0,181649.0,6.0086,181649.0,0.1128,11272.0,0.3729,564.0,338.0,0.0112
bear,2027,organoid_cro_biobank,US,61.59,33.343,110.8547,3696281.0,1848140.0,55.4273,1848140.0,0.0374,38060.0,1.1414,1903.0,1142.0,0.0342
bear,2027,organoid_cro_biobank,EU,30.79,33.343,55.4273,1848140.0,924070.0,27.7137,924070.0,0.0374,19030.0,0.5707,951.0,571.0,0.0171
bear,2027,organoid_cro_biobank,China,33.87,14.721,60.9701,897549.0,448775.0,30.485,448775.0,0.0374,9242.0,0.6278,462.0,277.0,0.0188
bear,2027,organoid_cro_biobank,Japan,9.24,31.676,16.6282,526720.0,263360.0,8.3141,263360.0,0.0374,5424.0,0.1712,271.0,163.0,0.0051
bear,2027,organoid_cro_biobank,Korea,7.7,30.009,13.8568,415832.0,207916.0,6.9284,207916.0,0.0374,4282.0,0.1427,214.0,128.0,0.0043
bear,2027,organoid_cro_biobank,RoW,10.78,26.675,19.3996,517479.0,258740.0,9.6998,258740.0,0.0374,5328.0,0.1998,266.0,160.0,0.006
bear,2027,clinical_dx_pdo,US,3136.0,44.458,7.84,348551.0,156848.0,3.528,156848.0,0.0443,3821.0,0.086,191.0,115.0,0.0026
bear,2027,clinical_dx_pdo,EU,1881.6,44.458,4.704,209130.0,94109.0,2.1168,94109.0,0.0443,2293.0,0.0516,115.0,69.0,0.0015
bear,2027,clinical_dx_pdo,China,5644.8,19.628,14.112,276993.0,124647.0,6.3504,124647.0,0.0443,3037.0,0.1547,152.0,91.0,0.0046
bear,2027,clinical_dx_pdo,Japan,752.64,42.235,1.8816,79470.0,35761.0,0.8467,35761.0,0.0443,871.0,0.0206,44.0,26.0,0.0006
bear,2027,clinical_dx_pdo,Korea,627.2,40.012,1.568,62739.0,28233.0,0.7056,28233.0,0.0443,688.0,0.0172,34.0,21.0,0.0005
bear,2027,clinical_dx_pdo,RoW,501.76,35.566,1.2544,44614.0,20077.0,0.5645,20077.0,0.0443,489.0,0.0138,24.0,15.0,0.0004
bear,2027,regenerative_gmp,US,1.56,108.223,0.3125,33820.0,33820.0,0.3125,33820.0,0.3194,5941.0,0.0549,594.0,356.0,0.0033
bear,2027,regenerative_gmp,EU,1.25,108.223,0.25,27056.0,27056.0,0.25,27056.0,0.3194,4753.0,0.0439,475.0,285.0,0.0026
bear,2027,regenerative_gmp,China,0.62,47.781,0.125,5973.0,5973.0,0.125,5973.0,0.3194,1049.0,0.022,105.0,63.0,0.0013
bear,2027,regenerative_gmp,Japan,2.5,102.812,0.5,51406.0,51406.0,0.5,51406.0,0.3194,9030.0,0.0878,903.0,542.0,0.0053
bear,2027,regenerative_gmp,Korea,0.31,97.401,0.0625,6088.0,6088.0,0.0625,6088.0,0.3194,1069.0,0.011,107.0,64.0,0.0007
bear,2027,regenerative_gmp,RoW,0.0,86.579,0.0,0.0,0.0,0.0,0.0,0.3194,0.0,0.0,0.0,0.0,0.0
bear,2028,academic_ruo,US,1194.17,42.68,155.2418,6625669.0,4041658.0,94.6975,4041658.0,0.1208,268488.0,6.2908,13424.0,8055.0,0.1887
bear,2028,academic_ruo,EU,1316.76,42.68,171.1783,7305834.0,4456559.0,104.4188,4456559.0,0.1208,296050.0,6.9366,14802.0,8881.0,0.2081
bear,2028,academic_ruo,China,1705.95,18.843,221.774,4178904.0,2549131.0,135.2822,2549131.0,0.1208,169339.0,8.9868,8467.0,5080.0,0.2696
bear,2028,academic_ruo,Japan,275.18,40.546,35.7736,1450465.0,884784.0,21.8219,884784.0,0.1208,58776.0,1.4496,2939.0,1763.0,0.0435
bear,2028,academic_ruo,Korea,246.89,38.412,32.0959,1232860.0,752044.0,19.5785,752044.0,0.1208,49958.0,1.3006,2498.0,1499.0,0.039
bear,2028,academic_ruo,RoW,997.85,34.144,129.7211,4429162.0,2701789.0,79.1299,2701789.0,0.1208,179480.0,5.2566,8974.0,5384.0,0.1577
bear,2028,pharma_preclinical_nam,US,390.16,36.278,128.7528,4670859.0,2568972.0,70.8141,2568972.0,0.1644,232243.0,6.4018,11612.0,6967.0,0.1921
bear,2028,pharma_preclinical_nam,EU,216.76,36.278,71.5294,2594921.0,1427207.0,39.3411,1427207.0,0.1644,129024.0,3.5566,6451.0,3871.0,0.1067
bear,2028,pharma_preclinical_nam,China,130.05,16.017,42.9176,687395.0,378067.0,23.6047,378067.0,0.1644,34178.0,2.1339,1709.0,1025.0,0.064
bear,2028,pharma_preclinical_nam,Japan,60.69,34.464,20.0282,690249.0,379637.0,11.0155,379637.0,0.1644,34320.0,0.9958,1716.0,1030.0,0.0299
bear,2028,pharma_preclinical_nam,Korea,26.01,32.65,8.5835,280252.0,154138.0,4.7209,154138.0,0.1644,13935.0,0.4268,697.0,418.0,0.0128
bear,2028,pharma_preclinical_nam,RoW,43.35,29.022,14.3059,415187.0,228353.0,7.8682,228353.0,0.1644,20644.0,0.7113,1032.0,619.0,0.0213
bear,2028,organoid_cro_biobank,US,66.51,32.01,119.723,3832304.0,1916152.0,59.8615,1916152.0,0.0556,58633.0,1.8317,2932.0,1759.0,0.055
bear,2028,organoid_cro_biobank,EU,33.26,32.01,59.8615,1916152.0,958076.0,29.9308,958076.0,0.0556,29316.0,0.9159,1466.0,879.0,0.0275
bear,2028,organoid_cro_biobank,China,36.58,14.132,65.8477,930579.0,465290.0,32.9238,465290.0,0.0556,14238.0,1.0074,712.0,427.0,0.0302
bear,2028,organoid_cro_biobank,Japan,9.98,30.409,17.9585,546103.0,273052.0,8.9792,273052.0,0.0556,8355.0,0.2748,418.0,251.0,0.0082
bear,2028,organoid_cro_biobank,Korea,8.31,28.809,14.9654,431134.0,215567.0,7.4827,215567.0,0.0556,6596.0,0.229,330.0,198.0,0.0069
bear,2028,organoid_cro_biobank,RoW,11.64,25.608,20.9515,536523.0,268261.0,10.4758,268261.0,0.0556,8209.0,0.3206,410.0,246.0,0.0096
bear,2028,clinical_dx_pdo,US,3512.32,42.68,8.7808,374762.0,168643.0,3.9514,168643.0,0.0657,6094.0,0.1428,305.0,183.0,0.0043
bear,2028,clinical_dx_pdo,EU,2107.39,42.68,5.2685,224857.0,101186.0,2.3708,101186.0,0.0657,3657.0,0.0857,183.0,110.0,0.0026
bear,2028,clinical_dx_pdo,China,6322.18,18.843,15.8054,297823.0,134020.0,7.1124,134020.0,0.0657,4843.0,0.257,242.0,145.0,0.0077
bear,2028,clinical_dx_pdo,Japan,842.96,40.546,2.1074,85446.0,38451.0,0.9483,38451.0,0.0657,1390.0,0.0343,69.0,42.0,0.001
bear,2028,clinical_dx_pdo,Korea,702.46,38.412,1.7562,67457.0,30356.0,0.7903,30356.0,0.0657,1097.0,0.0286,55.0,33.0,0.0009
bear,2028,clinical_dx_pdo,RoW,561.97,34.144,1.4049,47969.0,21586.0,0.6322,21586.0,0.0657,780.0,0.0228,39.0,23.0,0.0007
bear,2028,regenerative_gmp,US,1.95,103.895,0.3906,40584.0,40584.0,0.3906,40584.0,0.4385,9787.0,0.0942,979.0,587.0,0.0057
bear,2028,regenerative_gmp,EU,1.56,103.895,0.3125,32467.0,32467.0,0.3125,32467.0,0.4385,7830.0,0.0754,783.0,470.0,0.0045
bear,2028,regenerative_gmp,China,0.78,45.869,0.1562,7167.0,7167.0,0.1562,7167.0,0.4385,1728.0,0.0377,173.0,104.0,0.0023
bear,2028,regenerative_gmp,Japan,3.12,98.7,0.625,61687.0,61687.0,0.625,61687.0,0.4385,14877.0,0.1507,1488.0,893.0,0.009
bear,2028,regenerative_gmp,Korea,0.39,93.505,0.0781,7305.0,7305.0,0.0781,7305.0,0.4385,1762.0,0.0188,176.0,106.0,0.0011
bear,2028,regenerative_gmp,RoW,0.0,83.116,0.0,0.0,0.0,0.0,0.0,0.4385,0.0,0.0,0.0,0.0,0.0
bear,2029,academic_ruo,US,1241.93,40.972,161.4515,6615068.0,4035191.0,98.4854,4035191.0,0.1577,350013.0,8.5426,17501.0,10500.0,0.2563
bear,2029,academic_ruo,EU,1369.43,40.972,178.0255,7294145.0,4449429.0,108.5955,4449429.0,0.1577,385944.0,9.4196,19297.0,11578.0,0.2826
bear,2029,academic_ruo,China,1774.19,18.089,230.645,4172218.0,2545053.0,140.6934,2545053.0,0.1577,220758.0,12.2038,11038.0,6623.0,0.3661
bear,2029,academic_ruo,Japan,286.19,38.924,37.2045,1448144.0,883368.0,22.6948,883368.0,0.1577,76623.0,1.9685,3831.0,2299.0,0.0591
bear,2029,academic_ruo,Korea,256.77,36.875,33.3798,1230887.0,750841.0,20.3617,750841.0,0.1577,65128.0,1.7662,3256.0,1954.0,0.053
bear,2029,academic_ruo,RoW,1037.77,32.778,134.9099,4422075.0,2697466.0,82.2951,2697466.0,0.1577,233978.0,7.1383,11699.0,7019.0,0.2141
bear,2029,pharma_preclinical_nam,US,510.91,34.827,168.601,5871801.0,3229491.0,92.7306,3229491.0,0.2129,378192.0,10.8593,18910.0,11346.0,0.3258
bear,2029,pharma_preclinical_nam,EU,283.84,34.827,93.6672,3262112.0,1794162.0,51.517,1794162.0,0.2129,210107.0,6.0329,10505.0,6303.0,0.181
bear,2029,pharma_preclinical_nam,China,170.3,15.376,56.2003,864133.0,475273.0,30.9102,475273.0,0.2129,55657.0,3.6198,2783.0,1670.0,0.1086
bear,2029,pharma_preclinical_nam,Japan,79.48,33.085,26.2268,867722.0,477247.0,14.4248,477247.0,0.2129,55888.0,1.6892,2794.0,1677.0,0.0507
bear,2029,pharma_preclinical_nam,Korea,34.06,31.344,11.2401,352308.0,193769.0,6.182,193769.0,0.2129,22692.0,0.724,1135.0,681.0,0.0217
bear,2029,pharma_preclinical_nam,RoW,56.77,27.861,18.7334,521938.0,287066.0,10.3034,287066.0,0.2129,33617.0,1.2066,1681.0,1009.0,0.0362
bear,2029,organoid_cro_biobank,US,71.83,30.729,129.3009,3973333.0,1986666.0,64.6504,1986666.0,0.0735,80293.0,2.6129,4015.0,2409.0,0.0784
bear,2029,organoid_cro_biobank,EU,35.92,30.729,64.6504,1986666.0,993333.0,32.3252,993333.0,0.0735,40147.0,1.3065,2007.0,1204.0,0.0392
bear,2029,organoid_cro_biobank,China,39.51,13.567,71.1155,964825.0,482412.0,35.5577,482412.0,0.0735,19497.0,1.4371,975.0,585.0,0.0431
bear,2029,organoid_cro_biobank,Japan,10.78,29.193,19.3951,566200.0,283100.0,9.6976,283100.0,0.0735,11442.0,0.3919,572.0,343.0,0.0118
bear,2029,organoid_cro_biobank,Korea,8.98,27.656,16.1626,447000.0,223500.0,8.0813,223500.0,0.0735,9033.0,0.3266,452.0,271.0,0.0098
bear,2029,organoid_cro_biobank,RoW,12.57,24.583,22.6277,556267.0,278133.0,11.3138,278133.0,0.0735,11241.0,0.4573,562.0,337.0,0.0137
bear,2029,clinical_dx_pdo,US,3933.8,40.972,9.8345,402944.0,181325.0,4.4255,181325.0,0.0866,8640.0,0.2109,432.0,259.0,0.0063
bear,2029,clinical_dx_pdo,EU,2360.28,40.972,5.9007,241766.0,108795.0,2.6553,108795.0,0.0866,5184.0,0.1265,259.0,156.0,0.0038
bear,2029,clinical_dx_pdo,China,7080.84,18.089,17.7021,320219.0,144099.0,7.9659,144099.0,0.0866,6866.0,0.3796,343.0,206.0,0.0114
bear,2029,clinical_dx_pdo,Japan,944.11,38.924,2.3603,91871.0,41342.0,1.0621,41342.0,0.0866,1970.0,0.0506,98.0,59.0,0.0015
bear,2029,clinical_dx_pdo,Korea,786.76,36.875,1.9669,72530.0,32638.0,0.8851,32638.0,0.0866,1555.0,0.0422,78.0,47.0,0.0013
bear,2029,clinical_dx_pdo,RoW,629.41,32.778,1.5735,51577.0,23210.0,0.7081,23210.0,0.0866,1106.0,0.0337,55.0,33.0,0.001
bear,2029,regenerative_gmp,US,2.44,99.739,0.4883,48701.0,48701.0,0.4883,48701.0,0.5367,14377.0,0.1441,1438.0,863.0,0.0086
bear,2029,regenerative_gmp,EU,1.95,99.739,0.3906,38960.0,38960.0,0.3906,38960.0,0.5367,11502.0,0.1153,1150.0,690.0,0.0069
bear,2029,regenerative_gmp,China,0.98,44.035,0.1953,8601.0,8601.0,0.1953,8601.0,0.5367,2539.0,0.0577,254.0,152.0,0.0035
bear,2029,regenerative_gmp,Japan,3.91,94.752,0.7812,74025.0,74025.0,0.7812,74025.0,0.5367,21853.0,0.2306,2185.0,1311.0,0.0138
bear,2029,regenerative_gmp,Korea,0.49,89.765,0.0977,8766.0,8766.0,0.0977,8766.0,0.5367,2588.0,0.0288,259.0,155.0,0.0017
bear,2029,regenerative_gmp,RoW,0.0,79.791,0.0,0.0,0.0,0.0,0.0,0.5367,0.0,0.0,0.0,0.0,0.0
bear,2030,academic_ruo,US,1291.61,39.334,167.9096,6604484.0,4028735.0,102.4248,4028735.0,0.1931,427840.0,10.8772,21392.0,12835.0,0.3263
bear,2030,academic_ruo,EU,1424.2,39.334,185.1465,7282475.0,4442309.0,112.9394,4442309.0,0.1931,471760.0,11.9938,23588.0,14153.0,0.3598
bear,2030,academic_ruo,China,1845.16,17.366,239.8708,4165542.0,2540981.0,146.3212,2540981.0,0.1931,269845.0,15.5389,13492.0,8095.0,0.4662
bear,2030,academic_ruo,Japan,297.64,37.367,38.6927,1445827.0,881955.0,23.6026,881955.0,0.1931,93661.0,2.5065,4683.0,2810.0,0.0752
bear,2030,academic_ruo,Korea,267.04,35.4,34.715,1228918.0,749640.0,21.1761,749640.0,0.1931,79609.0,2.2488,3980.0,2388.0,0.0675
bear,2030,academic_ruo,RoW,1079.28,31.467,140.3063,4415000.0,2693150.0,85.5869,2693150.0,0.1931,286004.0,9.0891,14300.0,8580.0,0.2727
bear,2030,pharma_preclinical_nam,US,669.04,33.434,220.782,7381523.0,4059838.0,121.4301,4059838.0,0.2586,577540.0,17.2743,28877.0,17326.0,0.5182
bear,2030,pharma_preclinical_nam,EU,371.69,33.434,122.6566,4100846.0,2255465.0,67.4612,2255465.0,0.2586,320855.0,9.5968,16043.0,9626.0,0.2879
bear,2030,pharma_preclinical_nam,China,223.01,14.761,73.594,1086314.0,597473.0,40.4767,597473.0,0.2586,84995.0,5.7581,4250.0,2550.0,0.1727
bear,2030,pharma_preclinical_nam,Japan,104.07,31.762,34.3439,1090825.0,599954.0,18.8891,599954.0,0.2586,85348.0,2.6871,4267.0,2560.0,0.0806
bear,2030,pharma_preclinical_nam,Korea,44.6,30.09,14.7188,442891.0,243590.0,8.0953,243590.0,0.2586,34652.0,1.1516,1733.0,1040.0,0.0345
bear,2030,pharma_preclinical_nam,RoW,74.34,26.747,24.5313,656135.0,360874.0,13.4922,360874.0,0.2586,51337.0,1.9194,2567.0,1540.0,0.0576
bear,2030,organoid_cro_biobank,US,77.58,29.5,139.6449,4119551.0,2059776.0,69.8225,2059776.0,0.091,103086.0,3.4944,5154.0,3093.0,0.1048
bear,2030,organoid_cro_biobank,EU,38.79,29.5,69.8225,2059776.0,1029888.0,34.9112,1029888.0,0.091,51543.0,1.7472,2577.0,1546.0,0.0524
bear,2030,organoid_cro_biobank,China,42.67,13.024,76.8047,1000330.0,500165.0,38.4024,500165.0,0.091,25032.0,1.9219,1252.0,751.0,0.0577
bear,2030,organoid_cro_biobank,Japan,11.64,28.025,20.9467,587036.0,293518.0,10.4734,293518.0,0.091,14690.0,0.5242,734.0,441.0,0.0157
bear,2030,organoid_cro_biobank,Korea,9.7,26.55,17.4556,463450.0,231725.0,8.7278,231725.0,0.091,11597.0,0.4368,580.0,348.0,0.0131
bear,2030,organoid_cro_biobank,RoW,13.58,23.6,24.4379,576737.0,288369.0,12.2189,288369.0,0.091,14432.0,0.6115,722.0,433.0,0.0183
bear,2030,clinical_dx_pdo,US,4405.85,39.334,11.0146,433245.0,194960.0,4.9566,194960.0,0.1071,11483.0,0.292,574.0,345.0,0.0088
bear,2030,clinical_dx_pdo,EU,2643.51,39.334,6.6088,259947.0,116976.0,2.974,116976.0,0.1071,6890.0,0.1752,345.0,207.0,0.0053
bear,2030,clinical_dx_pdo,China,7930.54,17.366,19.8263,344300.0,154935.0,8.9219,154935.0,0.1071,9126.0,0.5255,456.0,274.0,0.0158
bear,2030,clinical_dx_pdo,Japan,1057.41,37.367,2.6435,98780.0,44451.0,1.1896,44451.0,0.1071,2618.0,0.0701,131.0,79.0,0.0021
